"","species","censusyear","N_present"
"1","Acalypha diversifolia",1982,284
"2","Acalypha diversifolia",1985,311
"3","Acalypha diversifolia",1990,222
"4","Acalypha diversifolia",1995,122
"5","Acalypha diversifolia",2000,109
"6","Acalypha diversifolia",2005,125
"7","Acalypha diversifolia",2010,185
"8","Acalypha diversifolia",2015,274
"9","Acalypha macrostachya",1982,2
"10","Acalypha macrostachya",1985,5
"11","Acalypha macrostachya",1990,3
"12","Acalypha macrostachya",1995,2
"13","Acalypha macrostachya",2000,1
"14","Acalypha macrostachya",2005,0
"15","Acalypha macrostachya",2010,0
"16","Acalypha macrostachya",2015,0
"17","Adelia triloba",1982,59
"18","Adelia triloba",1985,58
"19","Adelia triloba",1990,54
"20","Adelia triloba",1995,47
"21","Adelia triloba",2000,41
"22","Adelia triloba",2005,33
"23","Adelia triloba",2010,30
"24","Adelia triloba",2015,26
"25","Aegiphila panamensis",1982,12
"26","Aegiphila panamensis",1985,13
"27","Aegiphila panamensis",1990,8
"28","Aegiphila panamensis",1995,9
"29","Aegiphila panamensis",2000,4
"30","Aegiphila panamensis",2005,3
"31","Aegiphila panamensis",2010,3
"32","Aegiphila panamensis",2015,1
"33","Alchornea costaricensis",1982,47
"34","Alchornea costaricensis",1985,44
"35","Alchornea costaricensis",1990,33
"36","Alchornea costaricensis",1995,32
"37","Alchornea costaricensis",2000,23
"38","Alchornea costaricensis",2005,23
"39","Alchornea costaricensis",2010,18
"40","Alchornea costaricensis",2015,17
"41","Alibertia edulis",1982,5
"42","Alibertia edulis",1985,12
"43","Alibertia edulis",1990,13
"44","Alibertia edulis",1995,13
"45","Alibertia edulis",2000,12
"46","Alibertia edulis",2005,12
"47","Alibertia edulis",2010,12
"48","Alibertia edulis",2015,15
"49","Allophylus psilospermus",1982,16
"50","Allophylus psilospermus",1985,19
"51","Allophylus psilospermus",1990,18
"52","Allophylus psilospermus",1995,16
"53","Allophylus psilospermus",2000,15
"54","Allophylus psilospermus",2005,20
"55","Allophylus psilospermus",2010,22
"56","Allophylus psilospermus",2015,25
"57","Alseis blackiana",1982,153
"58","Alseis blackiana",1985,165
"59","Alseis blackiana",1990,184
"60","Alseis blackiana",1995,192
"61","Alseis blackiana",2000,203
"62","Alseis blackiana",2005,211
"63","Alseis blackiana",2010,219
"64","Alseis blackiana",2015,225
"65","Anacardium excelsum",1982,6
"66","Anacardium excelsum",1985,6
"67","Anacardium excelsum",1990,7
"68","Anacardium excelsum",1995,7
"69","Anacardium excelsum",2000,6
"70","Anacardium excelsum",2005,6
"71","Anacardium excelsum",2010,6
"72","Anacardium excelsum",2015,5
"73","Andira inermis inermis",1982,4
"74","Andira inermis inermis",1985,2
"75","Andira inermis inermis",1990,1
"76","Andira inermis inermis",1995,0
"77","Andira inermis inermis",2000,0
"78","Andira inermis inermis",2005,0
"79","Andira inermis inermis",2010,0
"80","Andira inermis inermis",2015,0
"81","Annona acuminata",1982,90
"82","Annona acuminata",1985,97
"83","Annona acuminata",1990,89
"84","Annona acuminata",1995,88
"85","Annona acuminata",2000,79
"86","Annona acuminata",2005,78
"87","Annona acuminata",2010,80
"88","Annona acuminata",2015,75
"89","Annona hayesii",1982,1
"90","Annona hayesii",1985,1
"91","Annona hayesii",1990,1
"92","Annona hayesii",1995,1
"93","Annona hayesii",2000,0
"94","Annona hayesii",2005,0
"95","Annona hayesii",2010,0
"96","Annona hayesii",2015,0
"97","Annona spraguei",1982,3
"98","Annona spraguei",1985,2
"99","Annona spraguei",1990,4
"100","Annona spraguei",1995,4
"101","Annona spraguei",2000,4
"102","Annona spraguei",2005,0
"103","Annona spraguei",2010,0
"104","Annona spraguei",2015,0
"105","Apeiba membranacea",1982,34
"106","Apeiba membranacea",1985,33
"107","Apeiba membranacea",1990,34
"108","Apeiba membranacea",1995,33
"109","Apeiba membranacea",2000,32
"110","Apeiba membranacea",2005,31
"111","Apeiba membranacea",2010,31
"112","Apeiba membranacea",2015,27
"113","Apeiba tibourbou",1982,6
"114","Apeiba tibourbou",1985,8
"115","Apeiba tibourbou",1990,8
"116","Apeiba tibourbou",1995,7
"117","Apeiba tibourbou",2000,7
"118","Apeiba tibourbou",2005,6
"119","Apeiba tibourbou",2010,5
"120","Apeiba tibourbou",2015,2
"121","Aphelandra sinclairiana",1982,0
"122","Aphelandra sinclairiana",1985,1
"123","Aphelandra sinclairiana",1990,1
"124","Aphelandra sinclairiana",1995,1
"125","Aphelandra sinclairiana",2000,1
"126","Aphelandra sinclairiana",2005,1
"127","Aphelandra sinclairiana",2010,1
"128","Aphelandra sinclairiana",2015,1
"129","Ardisia standleyana",1982,5
"130","Ardisia standleyana",1985,6
"131","Ardisia standleyana",1990,6
"132","Ardisia standleyana",1995,6
"133","Ardisia standleyana",2000,5
"134","Ardisia standleyana",2005,6
"135","Ardisia standleyana",2010,5
"136","Ardisia standleyana",2015,6
"137","Aspidosperma spruceanum",1982,6
"138","Aspidosperma spruceanum",1985,7
"139","Aspidosperma spruceanum",1990,9
"140","Aspidosperma spruceanum",1995,9
"141","Aspidosperma spruceanum",2000,10
"142","Aspidosperma spruceanum",2005,13
"143","Aspidosperma spruceanum",2010,14
"144","Aspidosperma spruceanum",2015,16
"145","Astrocaryum standleyanum",1982,39
"146","Astrocaryum standleyanum",1985,40
"147","Astrocaryum standleyanum",1990,37
"148","Astrocaryum standleyanum",1995,36
"149","Astrocaryum standleyanum",2000,32
"150","Astrocaryum standleyanum",2005,30
"151","Astrocaryum standleyanum",2010,28
"152","Astrocaryum standleyanum",2015,26
"153","Astronium graveolens",1982,6
"154","Astronium graveolens",1985,6
"155","Astronium graveolens",1990,6
"156","Astronium graveolens",1995,6
"157","Astronium graveolens",2000,6
"158","Astronium graveolens",2005,7
"159","Astronium graveolens",2010,7
"160","Astronium graveolens",2015,7
"161","Attalea butyracea",1982,3
"162","Attalea butyracea",1985,2
"163","Attalea butyracea",1990,2
"164","Attalea butyracea",1995,2
"165","Attalea butyracea",2000,2
"166","Attalea butyracea",2005,2
"167","Attalea butyracea",2010,1
"168","Attalea butyracea",2015,1
"169","Bactris coloniata",1982,52
"170","Bactris coloniata",1985,40
"171","Bactris coloniata",1990,23
"172","Bactris coloniata",1995,14
"173","Bactris coloniata",2000,11
"174","Bactris coloniata",2005,10
"175","Bactris coloniata",2010,10
"176","Bactris coloniata",2015,17
"177","Bactris coloradonis",1982,10
"178","Bactris coloradonis",1985,4
"179","Bactris coloradonis",1990,4
"180","Bactris coloradonis",1995,4
"181","Bactris coloradonis",2000,0
"182","Bactris coloradonis",2005,0
"183","Bactris coloradonis",2010,0
"184","Bactris coloradonis",2015,0
"185","Bactris major major",1982,10
"186","Bactris major major",1985,10
"187","Bactris major major",1990,8
"188","Bactris major major",1995,4
"189","Bactris major major",2000,2
"190","Bactris major major",2005,2
"191","Bactris major major",2010,3
"192","Bactris major major",2015,4
"193","Beilschmiedia pendula",1982,49
"194","Beilschmiedia pendula",1985,49
"195","Beilschmiedia pendula",1990,51
"196","Beilschmiedia pendula",1995,54
"197","Beilschmiedia pendula",2000,57
"198","Beilschmiedia pendula",2005,59
"199","Beilschmiedia pendula",2010,61
"200","Beilschmiedia pendula",2015,59
"201","Brosimum alicastrum bolivarense",1982,13
"202","Brosimum alicastrum bolivarense",1985,12
"203","Brosimum alicastrum bolivarense",1990,10
"204","Brosimum alicastrum bolivarense",1995,9
"205","Brosimum alicastrum bolivarense",2000,10
"206","Brosimum alicastrum bolivarense",2005,10
"207","Brosimum alicastrum bolivarense",2010,10
"208","Brosimum alicastrum bolivarense",2015,10
"209","Calophyllum longifolium",1982,2
"210","Calophyllum longifolium",1985,5
"211","Calophyllum longifolium",1990,6
"212","Calophyllum longifolium",1995,5
"213","Calophyllum longifolium",2000,5
"214","Calophyllum longifolium",2005,4
"215","Calophyllum longifolium",2010,4
"216","Calophyllum longifolium",2015,3
"217","Capparis frondosa",1982,1335
"218","Capparis frondosa",1985,1468
"219","Capparis frondosa",1990,1397
"220","Capparis frondosa",1995,1285
"221","Capparis frondosa",2000,1176
"222","Capparis frondosa",2005,1069
"223","Capparis frondosa",2010,935
"224","Capparis frondosa",2015,859
"225","Casearia aculeata",1982,33
"226","Casearia aculeata",1985,37
"227","Casearia aculeata",1990,35
"228","Casearia aculeata",1995,31
"229","Casearia aculeata",2000,27
"230","Casearia aculeata",2005,24
"231","Casearia aculeata",2010,19
"232","Casearia aculeata",2015,19
"233","Casearia arborea",1982,37
"234","Casearia arborea",1985,30
"235","Casearia arborea",1990,23
"236","Casearia arborea",1995,20
"237","Casearia arborea",2000,17
"238","Casearia arborea",2005,12
"239","Casearia arborea",2010,10
"240","Casearia arborea",2015,7
"241","Casearia guianensis",1982,5
"242","Casearia guianensis",1985,5
"243","Casearia guianensis",1990,5
"244","Casearia guianensis",1995,5
"245","Casearia guianensis",2000,4
"246","Casearia guianensis",2005,4
"247","Casearia guianensis",2010,2
"248","Casearia guianensis",2015,1
"249","Casearia sylvestris sylvestris",1982,27
"250","Casearia sylvestris sylvestris",1985,25
"251","Casearia sylvestris sylvestris",1990,21
"252","Casearia sylvestris sylvestris",1995,17
"253","Casearia sylvestris sylvestris",2000,17
"254","Casearia sylvestris sylvestris",2005,14
"255","Casearia sylvestris sylvestris",2010,10
"256","Casearia sylvestris sylvestris",2015,6
"257","Cassipourea elliptica",1982,10
"258","Cassipourea elliptica",1985,14
"259","Cassipourea elliptica",1990,15
"260","Cassipourea elliptica",1995,15
"261","Cassipourea elliptica",2000,17
"262","Cassipourea elliptica",2005,17
"263","Cassipourea elliptica",2010,17
"264","Cassipourea elliptica",2015,17
"265","Cavanillesia platanifolia",1982,4
"266","Cavanillesia platanifolia",1985,4
"267","Cavanillesia platanifolia",1990,4
"268","Cavanillesia platanifolia",1995,4
"269","Cavanillesia platanifolia",2000,5
"270","Cavanillesia platanifolia",2005,5
"271","Cavanillesia platanifolia",2010,5
"272","Cavanillesia platanifolia",2015,6
"273","Cecropia insignis",1982,11
"274","Cecropia insignis",1985,14
"275","Cecropia insignis",1990,10
"276","Cecropia insignis",1995,16
"277","Cecropia insignis",2000,18
"278","Cecropia insignis",2005,17
"279","Cecropia insignis",2010,13
"280","Cecropia insignis",2015,15
"281","Cecropia obtusifolia",1982,10
"282","Cecropia obtusifolia",1985,7
"283","Cecropia obtusifolia",1990,6
"284","Cecropia obtusifolia",1995,6
"285","Cecropia obtusifolia",2000,3
"286","Cecropia obtusifolia",2005,17
"287","Cecropia obtusifolia",2010,29
"288","Cecropia obtusifolia",2015,33
"289","Ceiba pentandra",1982,5
"290","Ceiba pentandra",1985,5
"291","Ceiba pentandra",1990,5
"292","Ceiba pentandra",1995,5
"293","Ceiba pentandra",2000,6
"294","Ceiba pentandra",2005,6
"295","Ceiba pentandra",2010,5
"296","Ceiba pentandra",2015,3
"297","Celtis schippii",1982,4
"298","Celtis schippii",1985,4
"299","Celtis schippii",1990,5
"300","Celtis schippii",1995,4
"301","Celtis schippii",2000,4
"302","Celtis schippii",2005,6
"303","Celtis schippii",2010,6
"304","Celtis schippii",2015,10
"305","Cespedesia spathulata",1982,1
"306","Cespedesia spathulata",1985,1
"307","Cespedesia spathulata",1990,1
"308","Cespedesia spathulata",1995,1
"309","Cespedesia spathulata",2000,1
"310","Cespedesia spathulata",2005,1
"311","Cespedesia spathulata",2010,1
"312","Cespedesia spathulata",2015,1
"313","Cestrum megalophyllum",1982,79
"314","Cestrum megalophyllum",1985,71
"315","Cestrum megalophyllum",1990,39
"316","Cestrum megalophyllum",1995,12
"317","Cestrum megalophyllum",2000,10
"318","Cestrum megalophyllum",2005,15
"319","Cestrum megalophyllum",2010,12
"320","Cestrum megalophyllum",2015,21
"321","Chamaedorea tepejilote",1982,7
"322","Chamaedorea tepejilote",1985,5
"323","Chamaedorea tepejilote",1990,6
"324","Chamaedorea tepejilote",1995,3
"325","Chamaedorea tepejilote",2000,2
"326","Chamaedorea tepejilote",2005,3
"327","Chamaedorea tepejilote",2010,1
"328","Chamaedorea tepejilote",2015,1
"329","Chamguava schippii",1982,1
"330","Chamguava schippii",1985,1
"331","Chamguava schippii",1990,1
"332","Chamguava schippii",1995,2
"333","Chamguava schippii",2000,2
"334","Chamguava schippii",2005,2
"335","Chamguava schippii",2010,2
"336","Chamguava schippii",2015,3
"337","Chrysochlamys eclipes",1982,73
"338","Chrysochlamys eclipes",1985,75
"339","Chrysochlamys eclipes",1990,72
"340","Chrysochlamys eclipes",1995,73
"341","Chrysochlamys eclipes",2000,76
"342","Chrysochlamys eclipes",2005,68
"343","Chrysochlamys eclipes",2010,72
"344","Chrysochlamys eclipes",2015,65
"345","Chrysophyllum argenteum panamense",1982,3
"346","Chrysophyllum argenteum panamense",1985,4
"347","Chrysophyllum argenteum panamense",1990,4
"348","Chrysophyllum argenteum panamense",1995,4
"349","Chrysophyllum argenteum panamense",2000,4
"350","Chrysophyllum argenteum panamense",2005,4
"351","Chrysophyllum argenteum panamense",2010,3
"352","Chrysophyllum argenteum panamense",2015,3
"353","Chrysophyllum cainito",1982,5
"354","Chrysophyllum cainito",1985,5
"355","Chrysophyllum cainito",1990,6
"356","Chrysophyllum cainito",1995,5
"357","Chrysophyllum cainito",2000,5
"358","Chrysophyllum cainito",2005,5
"359","Chrysophyllum cainito",2010,5
"360","Chrysophyllum cainito",2015,5
"361","Cinnamomum triplinerve",1982,0
"362","Cinnamomum triplinerve",1985,0
"363","Cinnamomum triplinerve",1990,1
"364","Cinnamomum triplinerve",1995,1
"365","Cinnamomum triplinerve",2000,1
"366","Cinnamomum triplinerve",2005,1
"367","Cinnamomum triplinerve",2010,0
"368","Cinnamomum triplinerve",2015,0
"369","Clidemia octona",1982,0
"370","Clidemia octona",1985,1
"371","Clidemia octona",1990,1
"372","Clidemia octona",1995,2
"373","Clidemia octona",2000,2
"374","Clidemia octona",2005,1
"375","Clidemia octona",2010,3
"376","Clidemia octona",2015,1
"377","Clidemia septuplinervia",1982,0
"378","Clidemia septuplinervia",1985,0
"379","Clidemia septuplinervia",1990,0
"380","Clidemia septuplinervia",1995,0
"381","Clidemia septuplinervia",2000,0
"382","Clidemia septuplinervia",2005,1
"383","Clidemia septuplinervia",2010,0
"384","Clidemia septuplinervia",2015,0
"385","Coccoloba coronata",1982,3
"386","Coccoloba coronata",1985,5
"387","Coccoloba coronata",1990,5
"388","Coccoloba coronata",1995,6
"389","Coccoloba coronata",2000,6
"390","Coccoloba coronata",2005,5
"391","Coccoloba coronata",2010,6
"392","Coccoloba coronata",2015,5
"393","Coccoloba manzinellensis",1982,2
"394","Coccoloba manzinellensis",1985,3
"395","Coccoloba manzinellensis",1990,4
"396","Coccoloba manzinellensis",1995,4
"397","Coccoloba manzinellensis",2000,4
"398","Coccoloba manzinellensis",2005,4
"399","Coccoloba manzinellensis",2010,2
"400","Coccoloba manzinellensis",2015,2
"401","Cojoba rufescens",1982,0
"402","Cojoba rufescens",1985,0
"403","Cojoba rufescens",1990,0
"404","Cojoba rufescens",1995,0
"405","Cojoba rufescens",2000,0
"406","Cojoba rufescens",2005,1
"407","Cojoba rufescens",2010,1
"408","Cojoba rufescens",2015,1
"409","Conostegia bracteata",1982,4
"410","Conostegia bracteata",1985,4
"411","Conostegia bracteata",1990,2
"412","Conostegia bracteata",1995,2
"413","Conostegia bracteata",2000,4
"414","Conostegia bracteata",2005,5
"415","Conostegia bracteata",2010,7
"416","Conostegia bracteata",2015,5
"417","Conostegia cinnamomea",1982,109
"418","Conostegia cinnamomea",1985,82
"419","Conostegia cinnamomea",1990,53
"420","Conostegia cinnamomea",1995,34
"421","Conostegia cinnamomea",2000,30
"422","Conostegia cinnamomea",2005,28
"423","Conostegia cinnamomea",2010,23
"424","Conostegia cinnamomea",2015,15
"425","Cordia alliodora",1982,7
"426","Cordia alliodora",1985,6
"427","Cordia alliodora",1990,6
"428","Cordia alliodora",1995,6
"429","Cordia alliodora",2000,8
"430","Cordia alliodora",2005,7
"431","Cordia alliodora",2010,5
"432","Cordia alliodora",2015,5
"433","Cordia bicolor",1982,24
"434","Cordia bicolor",1985,24
"435","Cordia bicolor",1990,21
"436","Cordia bicolor",1995,22
"437","Cordia bicolor",2000,18
"438","Cordia bicolor",2005,17
"439","Cordia bicolor",2010,22
"440","Cordia bicolor",2015,22
"441","Cordia lasiocalyx",1982,110
"442","Cordia lasiocalyx",1985,122
"443","Cordia lasiocalyx",1990,118
"444","Cordia lasiocalyx",1995,93
"445","Cordia lasiocalyx",2000,77
"446","Cordia lasiocalyx",2005,58
"447","Cordia lasiocalyx",2010,49
"448","Cordia lasiocalyx",2015,43
"449","Coussarea curvigemmia",1982,40
"450","Coussarea curvigemmia",1985,49
"451","Coussarea curvigemmia",1990,70
"452","Coussarea curvigemmia",1995,73
"453","Coussarea curvigemmia",2000,78
"454","Coussarea curvigemmia",2005,86
"455","Coussarea curvigemmia",2010,96
"456","Coussarea curvigemmia",2015,103
"457","Croton billbergianus billbergianus",1982,23
"458","Croton billbergianus billbergianus",1985,26
"459","Croton billbergianus billbergianus",1990,21
"460","Croton billbergianus billbergianus",1995,23
"461","Croton billbergianus billbergianus",2000,25
"462","Croton billbergianus billbergianus",2005,24
"463","Croton billbergianus billbergianus",2010,29
"464","Croton billbergianus billbergianus",2015,46
"465","Cupania latifolia",1982,0
"466","Cupania latifolia",1985,0
"467","Cupania latifolia",1990,0
"468","Cupania latifolia",1995,0
"469","Cupania latifolia",2000,0
"470","Cupania latifolia",2005,1
"471","Cupania latifolia",2010,0
"472","Cupania latifolia",2015,0
"473","Cupania rufescens",1982,1
"474","Cupania rufescens",1985,1
"475","Cupania rufescens",1990,1
"476","Cupania rufescens",1995,0
"477","Cupania rufescens",2000,0
"478","Cupania rufescens",2005,0
"479","Cupania rufescens",2010,0
"480","Cupania rufescens",2015,0
"481","Cupania sylvatica",1982,22
"482","Cupania sylvatica",1985,27
"483","Cupania sylvatica",1990,28
"484","Cupania sylvatica",1995,31
"485","Cupania sylvatica",2000,38
"486","Cupania sylvatica",2005,36
"487","Cupania sylvatica",2010,38
"488","Cupania sylvatica",2015,38
"489","Dendropanax arboreus",1982,6
"490","Dendropanax arboreus",1985,7
"491","Dendropanax arboreus",1990,7
"492","Dendropanax arboreus",1995,7
"493","Dendropanax arboreus",2000,8
"494","Dendropanax arboreus",2005,6
"495","Dendropanax arboreus",2010,5
"496","Dendropanax arboreus",2015,6
"497","Desmopsis panamensis",1982,956
"498","Desmopsis panamensis",1985,930
"499","Desmopsis panamensis",1990,851
"500","Desmopsis panamensis",1995,779
"501","Desmopsis panamensis",2000,755
"502","Desmopsis panamensis",2005,769
"503","Desmopsis panamensis",2010,749
"504","Desmopsis panamensis",2015,720
"505","Dipteryx oleifera",1982,7
"506","Dipteryx oleifera",1985,7
"507","Dipteryx oleifera",1990,8
"508","Dipteryx oleifera",1995,9
"509","Dipteryx oleifera",2000,10
"510","Dipteryx oleifera",2005,10
"511","Dipteryx oleifera",2010,10
"512","Dipteryx oleifera",2015,10
"513","Drypetes standleyi",1982,9
"514","Drypetes standleyi",1985,9
"515","Drypetes standleyi",1990,10
"516","Drypetes standleyi",1995,12
"517","Drypetes standleyi",2000,12
"518","Drypetes standleyi",2005,13
"519","Drypetes standleyi",2010,17
"520","Drypetes standleyi",2015,22
"521","Erythrina costaricensis",1982,35
"522","Erythrina costaricensis",1985,31
"523","Erythrina costaricensis",1990,24
"524","Erythrina costaricensis",1995,20
"525","Erythrina costaricensis",2000,18
"526","Erythrina costaricensis",2005,13
"527","Erythrina costaricensis",2010,8
"528","Erythrina costaricensis",2015,7
"529","Erythroxylum macrophyllum",1982,12
"530","Erythroxylum macrophyllum",1985,14
"531","Erythroxylum macrophyllum",1990,13
"532","Erythroxylum macrophyllum",1995,12
"533","Erythroxylum macrophyllum",2000,11
"534","Erythroxylum macrophyllum",2005,11
"535","Erythroxylum macrophyllum",2010,10
"536","Erythroxylum macrophyllum",2015,8
"537","Erythroxylum panamense",1982,24
"538","Erythroxylum panamense",1985,24
"539","Erythroxylum panamense",1990,23
"540","Erythroxylum panamense",1995,23
"541","Erythroxylum panamense",2000,25
"542","Erythroxylum panamense",2005,29
"543","Erythroxylum panamense",2010,27
"544","Erythroxylum panamense",2015,29
"545","Eugenia coloradoensis",1982,3
"546","Eugenia coloradoensis",1985,2
"547","Eugenia coloradoensis",1990,1
"548","Eugenia coloradoensis",1995,3
"549","Eugenia coloradoensis",2000,2
"550","Eugenia coloradoensis",2005,2
"551","Eugenia coloradoensis",2010,0
"552","Eugenia coloradoensis",2015,0
"553","Eugenia galalonensis",1982,39
"554","Eugenia galalonensis",1985,42
"555","Eugenia galalonensis",1990,49
"556","Eugenia galalonensis",1995,51
"557","Eugenia galalonensis",2000,46
"558","Eugenia galalonensis",2005,41
"559","Eugenia galalonensis",2010,39
"560","Eugenia galalonensis",2015,42
"561","Eugenia nesiotica",1982,16
"562","Eugenia nesiotica",1985,16
"563","Eugenia nesiotica",1990,16
"564","Eugenia nesiotica",1995,15
"565","Eugenia nesiotica",2000,15
"566","Eugenia nesiotica",2005,13
"567","Eugenia nesiotica",2010,14
"568","Eugenia nesiotica",2015,13
"569","Eugenia oerstediana",1982,25
"570","Eugenia oerstediana",1985,20
"571","Eugenia oerstediana",1990,18
"572","Eugenia oerstediana",1995,11
"573","Eugenia oerstediana",2000,8
"574","Eugenia oerstediana",2005,7
"575","Eugenia oerstediana",2010,8
"576","Eugenia oerstediana",2015,9
"577","Faramea occidentalis",1982,1573
"578","Faramea occidentalis",1985,1796
"579","Faramea occidentalis",1990,1958
"580","Faramea occidentalis",1995,2006
"581","Faramea occidentalis",2000,2064
"582","Faramea occidentalis",2005,2150
"583","Faramea occidentalis",2010,2250
"584","Faramea occidentalis",2015,2318
"585","Ficus costaricana",1982,2
"586","Ficus costaricana",1985,3
"587","Ficus costaricana",1990,3
"588","Ficus costaricana",1995,3
"589","Ficus costaricana",2000,3
"590","Ficus costaricana",2005,3
"591","Ficus costaricana",2010,3
"592","Ficus costaricana",2015,1
"593","Ficus insipida",1982,1
"594","Ficus insipida",1985,1
"595","Ficus insipida",1990,1
"596","Ficus insipida",1995,1
"597","Ficus insipida",2000,0
"598","Ficus insipida",2005,0
"599","Ficus insipida",2010,0
"600","Ficus insipida",2015,0
"601","Ficus popenoei",1982,1
"602","Ficus popenoei",1985,1
"603","Ficus popenoei",1990,1
"604","Ficus popenoei",1995,1
"605","Ficus popenoei",2000,1
"606","Ficus popenoei",2005,1
"607","Ficus popenoei",2010,1
"608","Ficus popenoei",2015,1
"609","Ficus tonduzii",1982,3
"610","Ficus tonduzii",1985,2
"611","Ficus tonduzii",1990,2
"612","Ficus tonduzii",1995,1
"613","Ficus tonduzii",2000,0
"614","Ficus tonduzii",2005,0
"615","Ficus tonduzii",2010,0
"616","Ficus tonduzii",2015,0
"617","Ficus trigonata",1982,4
"618","Ficus trigonata",1985,4
"619","Ficus trigonata",1990,4
"620","Ficus trigonata",1995,4
"621","Ficus trigonata",2000,4
"622","Ficus trigonata",2005,3
"623","Ficus trigonata",2010,3
"624","Ficus trigonata",2015,3
"625","Ficus yoponensis",1982,1
"626","Ficus yoponensis",1985,1
"627","Ficus yoponensis",1990,1
"628","Ficus yoponensis",1995,1
"629","Ficus yoponensis",2000,0
"630","Ficus yoponensis",2005,0
"631","Ficus yoponensis",2010,0
"632","Ficus yoponensis",2015,0
"633","Garcinia intermedia",1982,25
"634","Garcinia intermedia",1985,26
"635","Garcinia intermedia",1990,30
"636","Garcinia intermedia",1995,37
"637","Garcinia intermedia",2000,38
"638","Garcinia intermedia",2005,47
"639","Garcinia intermedia",2010,55
"640","Garcinia intermedia",2015,64
"641","Garcinia madruno",1982,1
"642","Garcinia madruno",1985,0
"643","Garcinia madruno",1990,0
"644","Garcinia madruno",1995,0
"645","Garcinia madruno",2000,0
"646","Garcinia madruno",2005,0
"647","Garcinia madruno",2010,0
"648","Garcinia madruno",2015,0
"649","Genipa americana",1982,0
"650","Genipa americana",1985,0
"651","Genipa americana",1990,0
"652","Genipa americana",1995,0
"653","Genipa americana",2000,1
"654","Genipa americana",2005,2
"655","Genipa americana",2010,2
"656","Genipa americana",2015,2
"657","Guapira standleyana",1982,14
"658","Guapira standleyana",1985,13
"659","Guapira standleyana",1990,12
"660","Guapira standleyana",1995,12
"661","Guapira standleyana",2000,12
"662","Guapira standleyana",2005,13
"663","Guapira standleyana",2010,13
"664","Guapira standleyana",2015,14
"665","Guarea grandifolia",1982,1
"666","Guarea grandifolia",1985,1
"667","Guarea grandifolia",1990,1
"668","Guarea grandifolia",1995,1
"669","Guarea grandifolia",2000,1
"670","Guarea grandifolia",2005,1
"671","Guarea grandifolia",2010,1
"672","Guarea grandifolia",2015,1
"673","Guarea guidonia",1982,207
"674","Guarea guidonia",1985,223
"675","Guarea guidonia",1990,238
"676","Guarea guidonia",1995,239
"677","Guarea guidonia",2000,239
"678","Guarea guidonia",2005,241
"679","Guarea guidonia",2010,237
"680","Guarea guidonia",2015,231
"681","Guatteria dumetorum",1982,18
"682","Guatteria dumetorum",1985,17
"683","Guatteria dumetorum",1990,16
"684","Guatteria dumetorum",1995,17
"685","Guatteria dumetorum",2000,16
"686","Guatteria dumetorum",2005,12
"687","Guatteria dumetorum",2010,7
"688","Guatteria dumetorum",2015,7
"689","Guazuma ulmifolia",1982,8
"690","Guazuma ulmifolia",1985,9
"691","Guazuma ulmifolia",1990,9
"692","Guazuma ulmifolia",1995,11
"693","Guazuma ulmifolia",2000,12
"694","Guazuma ulmifolia",2005,14
"695","Guazuma ulmifolia",2010,16
"696","Guazuma ulmifolia",2015,16
"697","Guettarda foliacea",1982,26
"698","Guettarda foliacea",1985,29
"699","Guettarda foliacea",1990,30
"700","Guettarda foliacea",1995,31
"701","Guettarda foliacea",2000,27
"702","Guettarda foliacea",2005,24
"703","Guettarda foliacea",2010,20
"704","Guettarda foliacea",2015,17
"705","Gustavia superba",1982,430
"706","Gustavia superba",1985,442
"707","Gustavia superba",1990,451
"708","Gustavia superba",1995,451
"709","Gustavia superba",2000,448
"710","Gustavia superba",2005,434
"711","Gustavia superba",2010,425
"712","Gustavia superba",2015,410
"713","Hamelia axillaris",1982,33
"714","Hamelia axillaris",1985,30
"715","Hamelia axillaris",1990,15
"716","Hamelia axillaris",1995,13
"717","Hamelia axillaris",2000,15
"718","Hamelia axillaris",2005,24
"719","Hamelia axillaris",2010,36
"720","Hamelia axillaris",2015,22
"721","Hampea appendiculata",1982,12
"722","Hampea appendiculata",1985,9
"723","Hampea appendiculata",1990,5
"724","Hampea appendiculata",1995,3
"725","Hampea appendiculata",2000,2
"726","Hampea appendiculata",2005,2
"727","Hampea appendiculata",2010,6
"728","Hampea appendiculata",2015,4
"729","Hasseltia floribunda",1982,83
"730","Hasseltia floribunda",1985,82
"731","Hasseltia floribunda",1990,82
"732","Hasseltia floribunda",1995,74
"733","Hasseltia floribunda",2000,60
"734","Hasseltia floribunda",2005,50
"735","Hasseltia floribunda",2010,44
"736","Hasseltia floribunda",2015,45
"737","Heisteria acuminata",1982,6
"738","Heisteria acuminata",1985,9
"739","Heisteria acuminata",1990,10
"740","Heisteria acuminata",1995,10
"741","Heisteria acuminata",2000,11
"742","Heisteria acuminata",2005,10
"743","Heisteria acuminata",2010,10
"744","Heisteria acuminata",2015,10
"745","Heisteria concinna",1982,42
"746","Heisteria concinna",1985,45
"747","Heisteria concinna",1990,47
"748","Heisteria concinna",1995,54
"749","Heisteria concinna",2000,59
"750","Heisteria concinna",2005,60
"751","Heisteria concinna",2010,64
"752","Heisteria concinna",2015,67
"753","Herrania purpurea",1982,113
"754","Herrania purpurea",1985,124
"755","Herrania purpurea",1990,125
"756","Herrania purpurea",1995,123
"757","Herrania purpurea",2000,118
